[0][2024-06-04 12:38:31] Failed to read CSV file at line 4 due to content 'CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,BARRIO,COD_DISTRITO,NOM_DISTRITO'
[144][2024-06-04 12:39:21] Failed to read CSV file at line 158669 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[145][2024-06-04 12:39:22] Failed to read CSV file at line 162028 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[146][2024-06-04 12:39:22] Failed to read CSV file at line 162029 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[147][2024-06-04 12:39:23] Failed to read CSV file at line 165551 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[147][2024-06-04 12:39:23] Failed to read CSV file at line 165551 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[149][2024-06-04 12:39:24] Failed to read CSV file at line 168054 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[150][2024-06-04 12:39:24] Failed to read CSV file at line 168055 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[151][2024-06-04 12:39:24] Failed to read CSV file at line 168117 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[151][2024-06-04 12:39:24] Failed to read CSV file at line 168117 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[153][2024-06-04 12:39:24] Failed to read CSV file at line 168768 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[153][2024-06-04 12:39:24] Failed to read CSV file at line 168768 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[155][2024-06-04 12:39:25] Failed to read CSV file at line 172100 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[156][2024-06-04 12:39:25] Failed to read CSV file at line 172101 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[157][2024-06-04 12:39:26] Failed to read CSV file at line 175460 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[158][2024-06-04 12:39:26] Failed to read CSV file at line 175461 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[159][2024-06-04 12:39:28] Failed to read CSV file at line 178982 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[160][2024-06-04 12:39:28] Failed to read CSV file at line 178983 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[161][2024-06-04 12:39:29] Failed to read CSV file at line 181487 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[161][2024-06-04 12:39:29] Failed to read CSV file at line 181487 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[163][2024-06-04 12:39:29] Failed to read CSV file at line 181549 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[163][2024-06-04 12:39:29] Failed to read CSV file at line 181549 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[165][2024-06-04 12:39:29] Failed to read CSV file at line 182201 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[165][2024-06-04 12:39:29] Failed to read CSV file at line 182201 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[167][2024-06-04 12:39:30] Failed to read CSV file at line 185532 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[168][2024-06-04 12:39:30] Failed to read CSV file at line 185535 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[169][2024-06-04 12:39:31] Failed to read CSV file at line 188893 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[169][2024-06-04 12:39:31] Failed to read CSV file at line 188893 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[171][2024-06-04 12:39:32] Failed to read CSV file at line 192414 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[172][2024-06-04 12:39:32] Failed to read CSV file at line 192415 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[173][2024-06-04 12:39:33] Failed to read CSV file at line 194919 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[173][2024-06-04 12:39:33] Failed to read CSV file at line 194919 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[175][2024-06-04 12:39:33] Failed to read CSV file at line 194981 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[175][2024-06-04 12:39:33] Failed to read CSV file at line 194981 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[177][2024-06-04 12:39:33] Failed to read CSV file at line 195632 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[177][2024-06-04 12:39:33] Failed to read CSV file at line 195632 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[179][2024-06-04 12:39:34] Failed to read CSV file at line 198965 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[179][2024-06-04 12:39:34] Failed to read CSV file at line 198965 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[181][2024-06-04 12:39:35] Failed to read CSV file at line 202329 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[181][2024-06-04 12:39:35] Failed to read CSV file at line 202329 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[183][2024-06-04 12:39:36] Failed to read CSV file at line 205846 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[184][2024-06-04 12:39:36] Failed to read CSV file at line 205847 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[185][2024-06-04 12:39:37] Failed to read CSV file at line 208351 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[185][2024-06-04 12:39:37] Failed to read CSV file at line 208351 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[187][2024-06-04 12:39:37] Failed to read CSV file at line 208412 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[188][2024-06-04 12:39:37] Failed to read CSV file at line 208415 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[189][2024-06-04 12:39:37] Failed to read CSV file at line 209066 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[189][2024-06-04 12:39:37] Failed to read CSV file at line 209065 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[191][2024-06-04 12:39:38] Failed to read CSV file at line 212396 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[192][2024-06-04 12:39:38] Failed to read CSV file at line 212397 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[193][2024-06-04 12:39:39] Failed to read CSV file at line 215756 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[194][2024-06-04 12:39:39] Failed to read CSV file at line 215757 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[195][2024-06-04 12:39:40] Failed to read CSV file at line 219278 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[196][2024-06-04 12:39:40] Failed to read CSV file at line 219279 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[197][2024-06-04 12:39:40] Failed to read CSV file at line 221783 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[197][2024-06-04 12:39:40] Failed to read CSV file at line 221783 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[199][2024-06-04 12:39:40] Failed to read CSV file at line 221844 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[200][2024-06-04 12:39:40] Failed to read CSV file at line 221845 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[201][2024-06-04 12:39:41] Failed to read CSV file at line 222495 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[202][2024-06-04 12:39:41] Failed to read CSV file at line 222496 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[203][2024-06-04 12:39:41] Failed to read CSV file at line 225828 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[204][2024-06-04 12:39:41] Failed to read CSV file at line 225829 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[205][2024-06-04 12:39:43] Failed to read CSV file at line 229188 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[206][2024-06-04 12:39:43] Failed to read CSV file at line 229189 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[207][2024-06-04 12:39:44] Failed to read CSV file at line 232710 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[208][2024-06-04 12:39:44] Failed to read CSV file at line 232711 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[209][2024-06-04 12:39:45] Failed to read CSV file at line 235215 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[209][2024-06-04 12:39:45] Failed to read CSV file at line 235215 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[211][2024-06-04 12:39:45] Failed to read CSV file at line 235276 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[212][2024-06-04 12:39:45] Failed to read CSV file at line 235279 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[213][2024-06-04 12:39:45] Failed to read CSV file at line 235928 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[213][2024-06-04 12:39:45] Failed to read CSV file at line 235928 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[215][2024-06-04 12:39:46] Failed to read CSV file at line 239260 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[216][2024-06-04 12:39:46] Failed to read CSV file at line 239261 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[217][2024-06-04 12:39:47] Failed to read CSV file at line 242620 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[218][2024-06-04 12:39:47] Failed to read CSV file at line 242621 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[219][2024-06-04 12:39:48] Failed to read CSV file at line 246142 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[220][2024-06-04 12:39:48] Failed to read CSV file at line 246143 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[221][2024-06-04 12:39:48] Failed to read CSV file at line 248646 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[222][2024-06-04 12:39:48] Failed to read CSV file at line 248647 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[223][2024-06-04 12:39:48] Failed to read CSV file at line 248708 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[224][2024-06-04 12:39:48] Failed to read CSV file at line 248711 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[225][2024-06-04 12:39:49] Failed to read CSV file at line 249360 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[225][2024-06-04 12:39:49] Failed to read CSV file at line 249360 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[227][2024-06-04 12:39:49] Failed to read CSV file at line 252692 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[228][2024-06-04 12:39:49] Failed to read CSV file at line 252693 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[229][2024-06-04 12:39:51] Failed to read CSV file at line 256052 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[230][2024-06-04 12:39:51] Failed to read CSV file at line 256053 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[231][2024-06-04 12:39:52] Failed to read CSV file at line 259574 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[232][2024-06-04 12:39:52] Failed to read CSV file at line 259575 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[233][2024-06-04 12:39:52] Failed to read CSV file at line 262079 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[233][2024-06-04 12:39:52] Failed to read CSV file at line 262079 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[235][2024-06-04 12:39:52] Failed to read CSV file at line 262140 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[236][2024-06-04 12:39:52] Failed to read CSV file at line 262141 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[237][2024-06-04 12:39:53] Failed to read CSV file at line 262791 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[238][2024-06-04 12:39:53] Failed to read CSV file at line 262792 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[239][2024-06-04 12:39:54] Failed to read CSV file at line 266127 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[239][2024-06-04 12:39:54] Failed to read CSV file at line 266127 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[241][2024-06-04 12:39:55] Failed to read CSV file at line 269484 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[242][2024-06-04 12:39:55] Failed to read CSV file at line 269485 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[243][2024-06-04 12:39:56] Failed to read CSV file at line 273006 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[244][2024-06-04 12:39:56] Failed to read CSV file at line 273009 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[245][2024-06-04 12:39:57] Failed to read CSV file at line 275510 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[246][2024-06-04 12:39:57] Failed to read CSV file at line 275511 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[247][2024-06-04 12:39:57] Failed to read CSV file at line 275573 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[247][2024-06-04 12:39:57] Failed to read CSV file at line 275574 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[249][2024-06-04 12:39:57] Failed to read CSV file at line 276224 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[249][2024-06-04 12:39:57] Failed to read CSV file at line 276224 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[251][2024-06-04 12:39:58] Failed to read CSV file at line 279556 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[252][2024-06-04 12:39:58] Failed to read CSV file at line 279557 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[253][2024-06-04 12:39:59] Failed to read CSV file at line 282916 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[254][2024-06-04 12:39:59] Failed to read CSV file at line 282917 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[255][2024-06-04 12:40:00] Failed to read CSV file at line 286439 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[255][2024-06-04 12:40:00] Failed to read CSV file at line 286439 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[257][2024-06-04 12:40:01] Failed to read CSV file at line 288943 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[257][2024-06-04 12:40:01] Failed to read CSV file at line 288943 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[259][2024-06-04 12:40:01] Failed to read CSV file at line 289005 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[259][2024-06-04 12:40:01] Failed to read CSV file at line 289005 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[261][2024-06-04 12:40:01] Failed to read CSV file at line 289655 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[262][2024-06-04 12:40:01] Failed to read CSV file at line 289656 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[263][2024-06-04 12:40:02] Failed to read CSV file at line 292989 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[263][2024-06-04 12:40:02] Failed to read CSV file at line 292989 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[265][2024-06-04 12:40:03] Failed to read CSV file at line 296349 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[265][2024-06-04 12:40:03] Failed to read CSV file at line 296349 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[267][2024-06-04 12:40:04] Failed to read CSV file at line 299870 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[268][2024-06-04 12:40:04] Failed to read CSV file at line 299871 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[269][2024-06-04 12:40:05] Failed to read CSV file at line 302375 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[269][2024-06-04 12:40:05] Failed to read CSV file at line 302375 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[271][2024-06-04 12:40:05] Failed to read CSV file at line 302437 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[271][2024-06-04 12:40:05] Failed to read CSV file at line 302437 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[273][2024-06-04 12:40:05] Failed to read CSV file at line 303088 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[273][2024-06-04 12:40:05] Failed to read CSV file at line 303088 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[275][2024-06-04 12:40:06] Failed to read CSV file at line 306421 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[275][2024-06-04 12:40:06] Failed to read CSV file at line 306421 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[277][2024-06-04 12:40:07] Failed to read CSV file at line 309780 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[278][2024-06-04 12:40:07] Failed to read CSV file at line 309781 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[279][2024-06-04 12:40:08] Failed to read CSV file at line 313302 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[280][2024-06-04 12:40:08] Failed to read CSV file at line 313305 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[281][2024-06-04 12:40:09] Failed to read CSV file at line 315806 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[282][2024-06-04 12:40:09] Failed to read CSV file at line 315807 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[283][2024-06-04 12:40:09] Failed to read CSV file at line 315868 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[284][2024-06-04 12:40:09] Failed to read CSV file at line 315869 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[285][2024-06-04 12:40:09] Failed to read CSV file at line 316519 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[286][2024-06-04 12:40:09] Failed to read CSV file at line 316520 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[287][2024-06-04 12:40:10] Failed to read CSV file at line 319853 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[287][2024-06-04 12:40:10] Failed to read CSV file at line 319853 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[289][2024-06-04 12:40:11] Failed to read CSV file at line 323212 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[290][2024-06-04 12:40:11] Failed to read CSV file at line 323213 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
