[0][2024-06-04 12:38:31] Failed to read CSV file at line 4 due to content 'CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,BARRIO,COD_DISTRITO,NOM_DISTRITO'
[291][2024-06-04 12:40:12] Failed to read CSV file at line 326734 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[292][2024-06-04 12:40:12] Failed to read CSV file at line 326735 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[293][2024-06-04 12:40:13] Failed to read CSV file at line 329239 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[293][2024-06-04 12:40:13] Failed to read CSV file at line 329239 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[295][2024-06-04 12:40:13] Failed to read CSV file at line 329301 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[295][2024-06-04 12:40:13] Failed to read CSV file at line 329301 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[297][2024-06-04 12:40:13] Failed to read CSV file at line 329952 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[297][2024-06-04 12:40:13] Failed to read CSV file at line 329952 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[299][2024-06-04 12:40:14] Failed to read CSV file at line 333287 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[299][2024-06-04 12:40:14] Failed to read CSV file at line 333287 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[301][2024-06-04 12:40:15] Failed to read CSV file at line 336644 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[302][2024-06-04 12:40:15] Failed to read CSV file at line 336645 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[303][2024-06-04 12:40:17] Failed to read CSV file at line 340167 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[303][2024-06-04 12:40:17] Failed to read CSV file at line 340167 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[305][2024-06-04 12:40:18] Failed to read CSV file at line 342671 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[305][2024-06-04 12:40:18] Failed to read CSV file at line 342671 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[307][2024-06-04 12:40:18] Failed to read CSV file at line 342735 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[307][2024-06-04 12:40:18] Failed to read CSV file at line 342735 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[309][2024-06-04 12:40:18] Failed to read CSV file at line 343383 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[310][2024-06-04 12:40:18] Failed to read CSV file at line 343384 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[311][2024-06-04 12:40:19] Failed to read CSV file at line 346716 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[312][2024-06-04 12:40:19] Failed to read CSV file at line 346717 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[313][2024-06-04 12:40:20] Failed to read CSV file at line 350077 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[313][2024-06-04 12:40:20] Failed to read CSV file at line 350077 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[315][2024-06-04 12:40:21] Failed to read CSV file at line 353598 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[316][2024-06-04 12:40:21] Failed to read CSV file at line 353600 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[317][2024-06-04 12:40:22] Failed to read CSV file at line 356102 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[318][2024-06-04 12:40:22] Failed to read CSV file at line 356103 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[319][2024-06-04 12:40:22] Failed to read CSV file at line 356165 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[319][2024-06-04 12:40:22] Failed to read CSV file at line 356165 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[321][2024-06-04 12:40:22] Failed to read CSV file at line 356815 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[322][2024-06-04 12:40:22] Failed to read CSV file at line 356816 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[323][2024-06-04 12:40:23] Failed to read CSV file at line 360148 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[324][2024-06-04 12:40:23] Failed to read CSV file at line 360149 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[325][2024-06-04 12:40:24] Failed to read CSV file at line 363508 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[326][2024-06-04 12:40:24] Failed to read CSV file at line 363509 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[327][2024-06-04 12:40:25] Failed to read CSV file at line 367031 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[327][2024-06-04 12:40:25] Failed to read CSV file at line 367031 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[329][2024-06-04 12:40:26] Failed to read CSV file at line 369536 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[329][2024-06-04 12:40:26] Failed to read CSV file at line 369536 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[331][2024-06-04 12:40:26] Failed to read CSV file at line 369596 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[332][2024-06-04 12:40:26] Failed to read CSV file at line 369597 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[333][2024-06-04 12:40:26] Failed to read CSV file at line 370247 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[334][2024-06-04 12:40:26] Failed to read CSV file at line 370248 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[335][2024-06-04 12:40:27] Failed to read CSV file at line 373580 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[336][2024-06-04 12:40:27] Failed to read CSV file at line 373581 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[337][2024-06-04 12:40:28] Failed to read CSV file at line 376940 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[338][2024-06-04 12:40:28] Failed to read CSV file at line 376941 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[339][2024-06-04 12:40:29] Failed to read CSV file at line 380463 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[339][2024-06-04 12:40:29] Failed to read CSV file at line 380463 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[341][2024-06-04 12:40:30] Failed to read CSV file at line 382966 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[342][2024-06-04 12:40:30] Failed to read CSV file at line 382967 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[343][2024-06-04 12:40:30] Failed to read CSV file at line 383029 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[343][2024-06-04 12:40:30] Failed to read CSV file at line 383029 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[345][2024-06-04 12:40:30] Failed to read CSV file at line 383679 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[346][2024-06-04 12:40:30] Failed to read CSV file at line 383680 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[347][2024-06-04 12:40:31] Failed to read CSV file at line 387013 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[347][2024-06-04 12:40:31] Failed to read CSV file at line 387013 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[349][2024-06-04 12:40:32] Failed to read CSV file at line 390372 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[350][2024-06-04 12:40:32] Failed to read CSV file at line 390373 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[351][2024-06-04 12:40:33] Failed to read CSV file at line 393894 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[352][2024-06-04 12:40:33] Failed to read CSV file at line 393895 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[353][2024-06-04 12:40:34] Failed to read CSV file at line 396398 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[354][2024-06-04 12:40:34] Failed to read CSV file at line 396399 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[355][2024-06-04 12:40:34] Failed to read CSV file at line 396462 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[355][2024-06-04 12:40:34] Failed to read CSV file at line 396462 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[357][2024-06-04 12:40:34] Failed to read CSV file at line 397112 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[357][2024-06-04 12:40:34] Failed to read CSV file at line 397112 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[359][2024-06-04 12:40:35] Failed to read CSV file at line 400445 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[359][2024-06-04 12:40:35] Failed to read CSV file at line 400445 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[361][2024-06-04 12:40:36] Failed to read CSV file at line 403804 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[362][2024-06-04 12:40:36] Failed to read CSV file at line 403805 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[363][2024-06-04 12:40:37] Failed to read CSV file at line 407326 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[364][2024-06-04 12:40:37] Failed to read CSV file at line 407327 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[365][2024-06-04 12:40:38] Failed to read CSV file at line 409831 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[365][2024-06-04 12:40:38] Failed to read CSV file at line 409831 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[367][2024-06-04 12:40:38] Failed to read CSV file at line 409892 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[367][2024-06-04 12:40:38] Failed to read CSV file at line 409895 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[369][2024-06-04 12:40:38] Failed to read CSV file at line 410543 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[370][2024-06-04 12:40:38] Failed to read CSV file at line 410544 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[371][2024-06-04 12:40:39] Failed to read CSV file at line 413876 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[372][2024-06-04 12:40:39] Failed to read CSV file at line 413877 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[373][2024-06-04 12:40:40] Failed to read CSV file at line 417236 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[374][2024-06-04 12:40:40] Failed to read CSV file at line 417237 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[375][2024-06-04 12:40:41] Failed to read CSV file at line 420758 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[376][2024-06-04 12:40:41] Failed to read CSV file at line 420759 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[377][2024-06-04 12:40:42] Failed to read CSV file at line 423263 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[377][2024-06-04 12:40:42] Failed to read CSV file at line 423263 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[379][2024-06-04 12:40:42] Failed to read CSV file at line 423324 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[380][2024-06-04 12:40:42] Failed to read CSV file at line 423325 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[381][2024-06-04 12:40:42] Failed to read CSV file at line 423975 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[382][2024-06-04 12:40:42] Failed to read CSV file at line 423977 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[383][2024-06-04 12:40:43] Failed to read CSV file at line 427308 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[384][2024-06-04 12:40:43] Failed to read CSV file at line 427309 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[385][2024-06-04 12:40:44] Failed to read CSV file at line 430669 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[385][2024-06-04 12:40:44] Failed to read CSV file at line 430669 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[387][2024-06-04 12:40:45] Failed to read CSV file at line 434191 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[387][2024-06-04 12:40:45] Failed to read CSV file at line 434191 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[389][2024-06-04 12:40:46] Failed to read CSV file at line 436694 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[390][2024-06-04 12:40:46] Failed to read CSV file at line 436695 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[391][2024-06-04 12:40:46] Failed to read CSV file at line 436756 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[392][2024-06-04 12:40:46] Failed to read CSV file at line 436757 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[393][2024-06-04 12:40:46] Failed to read CSV file at line 437408 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[393][2024-06-04 12:40:46] Failed to read CSV file at line 437408 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[395][2024-06-04 12:40:47] Failed to read CSV file at line 440740 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[396][2024-06-04 12:40:47] Failed to read CSV file at line 440741 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[397][2024-06-04 12:40:48] Failed to read CSV file at line 444100 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[398][2024-06-04 12:40:48] Failed to read CSV file at line 444101 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[399][2024-06-04 12:40:49] Failed to read CSV file at line 447622 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[400][2024-06-04 12:40:49] Failed to read CSV file at line 447623 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[401][2024-06-04 12:40:50] Failed to read CSV file at line 450127 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[401][2024-06-04 12:40:50] Failed to read CSV file at line 450127 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[403][2024-06-04 12:40:50] Failed to read CSV file at line 450190 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[403][2024-06-04 12:40:50] Failed to read CSV file at line 450190 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[405][2024-06-04 12:40:50] Failed to read CSV file at line 450840 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[405][2024-06-04 12:40:50] Failed to read CSV file at line 450841 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[407][2024-06-04 12:40:51] Failed to read CSV file at line 454172 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[408][2024-06-04 12:40:51] Failed to read CSV file at line 454173 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[409][2024-06-04 12:40:52] Failed to read CSV file at line 457534 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[409][2024-06-04 12:40:52] Failed to read CSV file at line 457535 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[411][2024-06-04 12:40:53] Failed to read CSV file at line 461054 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[412][2024-06-04 12:40:53] Failed to read CSV file at line 461055 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[413][2024-06-04 12:40:54] Failed to read CSV file at line 463558 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[414][2024-06-04 12:40:54] Failed to read CSV file at line 463559 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[415][2024-06-04 12:40:54] Failed to read CSV file at line 463621 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[415][2024-06-04 12:40:54] Failed to read CSV file at line 463621 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[417][2024-06-04 12:40:54] Failed to read CSV file at line 464271 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[418][2024-06-04 12:40:54] Failed to read CSV file at line 464272 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[419][2024-06-04 12:40:55] Failed to read CSV file at line 467605 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[419][2024-06-04 12:40:55] Failed to read CSV file at line 467605 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[421][2024-06-04 12:40:56] Failed to read CSV file at line 470964 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[422][2024-06-04 12:40:56] Failed to read CSV file at line 470965 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[423][2024-06-04 12:40:57] Failed to read CSV file at line 474487 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[423][2024-06-04 12:40:57] Failed to read CSV file at line 474487 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[425][2024-06-04 12:40:58] Failed to read CSV file at line 476990 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",1,9,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[426][2024-06-04 12:40:58] Failed to read CSV file at line 476991 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
[427][2024-06-04 12:40:58] Failed to read CSV file at line 477052 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",1,1,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[428][2024-06-04 12:40:58] Failed to read CSV file at line 477053 due to content '11985,PQUE,"JUAN ROSA ""EL PULGA"",2,2,""CIUDAD JARD�N ",3,CIUDAD JARDIN ,,,'
[429][2024-06-04 12:40:58] Failed to read CSV file at line 477703 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",1,9,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[430][2024-06-04 12:40:58] Failed to read CSV file at line 477705 due to content '39700,CL,"LEOPOLDO ALAS ""CLARIN"",2,10,""JARDIN DE LA ABADIA ",7,CARRETERA DE CADIZ,,,'
[431][2024-06-04 12:40:59] Failed to read CSV file at line 481036 due to content '21699,CL,"RAFAEL ""EL MORENO"",1,107,""EL CUARTON",8,CHURRIANA ,,,'
[432][2024-06-04 12:40:59] Failed to read CSV file at line 481037 due to content '21699,CL,"RAFAEL ""EL MORENO"",2,44,""EL CUARTON",8,CHURRIANA ,,,'
[433][2024-06-04 12:41:00] Failed to read CSV file at line 484396 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",1,3,""EL PALO ",2,ESTE,,,'
[434][2024-06-04 12:41:00] Failed to read CSV file at line 484397 due to content '5428,PL,"ANTONIO ASENSI ""EL CHICUELO"",2,2,""EL PALO ",2,ESTE,,,'
[435][2024-06-04 12:41:01] Failed to read CSV file at line 487918 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",1,95,""EL CUARTON",8,CHURRIANA ,,,'
[436][2024-06-04 12:41:01] Failed to read CSV file at line 487919 due to content '21683,CL,"ENRIQUETA ""LA REPOMPA"",2,106,""EL CUARTON",8,CHURRIANA ,,,'
[437][2024-06-04 12:41:02] Failed to read CSV file at line 490423 due to content '37774,PL,"JUAN GOMEZ ""JUANITO"",2,10,""EL HIGUERAL ",7,CARRETERA DE CADIZ,,,'
